outageId,outageGisId,outageRegionId,outageMunicipality,outageArea,outageCause,numCustomersOut,crewEta,dateServiceOut,dateServiceRestored,estDateServiceRestored,crewEtr,outageLastUpdated,outageRegionName,outageLatitude,outageLongitude,nearestSubstationId,outageToSubstationDistance,substationName,substationCity,typeOfSubstation,statusOfSubstation,substationLatitude,substationLongitude
2534719,2508658.0,848340027,100 Mile House,"West of DONSLEEQUA RD, North of TATTON STATION RD, South of KALLUM DR",Planned work being done on our equipment,381,2025-01-08 17:25:00+00:00,2025-01-08 17:19:57+00:00,2025-01-08 21:09:04+00:00,2025-01-08 22:00:00+00:00,2025-01-08 22:00:00+00:00,2025-01-08 18:11:24+00:00,Central Interior,51.721662,-121.347926,200187,7.9343861315533495,100 MILE HOUSE,NOT AVAILABLE,SUBSTATION,IN SERVICE,51.66,-121.29
2534723,2508662.0,1602896846,Campbell River,700 - 800 block S ISLAND HWY,Planned work being done on our equipment,16,2025-01-08 17:25:00+00:00,2025-01-08 17:23:31+00:00,2025-01-09 00:50:49+00:00,2025-01-09 00:30:00+00:00,2025-01-09 00:30:00+00:00,2025-01-08 23:14:08+00:00,North VI,49.992675,-125.228256,200029,3.4127139767376344,CAMPBELL RIVER,CAMPBELL RIVER,SUBSTATION,IN SERVICE,50.02,-125.25
2534725,2508664.0,1812901382,Victoria,3000 block CEDAR HILL RD,Planned work being done on our equipment,24,2025-01-08 20:10:00+00:00,2025-01-08 17:24:58+00:00,2025-01-08 22:09:43+00:00,2025-01-08 23:00:00+00:00,2025-01-08 23:00:00+00:00,2025-01-08 20:06:13+00:00,South VI,48.445608,-123.346155,200068,1.866149787155021,HORSEY,VICTORIA,SUBSTATION,IN SERVICE,48.44,-123.37
2534729,2508668.0,521980323,Surrey,"South of 22B AVE, North of 20TH AVE, West of 21A AVE, East of 128TH ST",Planned work being done on our equipment,16,2025-01-08 19:25:00+00:00,2025-01-08 17:33:54+00:00,2025-01-09 02:43:56+00:00,2025-01-09 03:00:00+00:00,2025-01-09 03:00:00+00:00,2025-01-08 23:10:01+00:00,Lower Mainland,49.042413,-122.863547,200121,5.0269868007418665,NICOMEKL,SURREY,SUBSTATION,IN SERVICE,49.06,-122.8
2534732,2508670.0,1812901382,Duncan,400 block ARBUTUS AVE,Planned work being done on our equipment,2,2025-01-08 17:45:00+00:00,2025-01-08 17:41:19+00:00,2025-01-08 18:35:34+00:00,2025-01-08 18:30:00+00:00,2025-01-08 18:30:00+00:00,2025-01-08 17:42:17+00:00,South VI,48.823197,-123.594559,200059,6.182721493754792,SNE - SANSUM N ELEC,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.77,-123.57
2534733,2508671.0,1812901382,Saanich,"1800 block MERIDA PL, 1900 block FRANCISCO TCE",Planned work being done on our equipment,19,2025-01-08 20:10:00+00:00,2025-01-08 17:42:46+00:00,2025-01-09 02:43:56+00:00,2025-01-09 02:30:00+00:00,2025-01-09 02:30:00+00:00,2025-01-09 00:29:23+00:00,South VI,48.48155,-123.319019,200069,3.282590632897629,GEORGE TRIPP,SAANICH,SUBSTATION,IN SERVICE,48.47,-123.36
2534736,2508674.0,725364552,Kamloops,"2600 block HALE-VINNIE RD, 2600 - 2700 block HALE VINNIE RD",Planned work being done on our equipment,5,2025-01-08 18:00:00+00:00,2025-01-08 17:52:18+00:00,2025-01-08 22:47:05+00:00,2025-01-08 22:30:00+00:00,2025-01-08 22:30:00+00:00,2025-01-08 17:53:34+00:00,Thompson/Shuswap,50.736936,-120.065193,200293,16.39733806544537,VALLEYVIEW,KAMLOOPS,SUBSTATION,IN SERVICE,50.68,-120.28
2534738,2508676.0,725364552,Salmon Arm,2800 block MARKWART RD,Planned work being done on our equipment,15,2025-01-08 18:05:00+00:00,2025-01-08 18:00:25+00:00,2025-01-08 23:24:14+00:00,2025-01-09 00:00:00+00:00,2025-01-09 00:00:00+00:00,2025-01-08 23:08:32+00:00,Thompson/Shuswap,50.879507,-119.462102,200300,25.8142763695156,SALMON ARM,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.69,-119.25
2534739,2508677.0,1602896846,Ucluelet,"North of ALBION CRS, West of WILLOWBRAE RD, South of GRANT AVE, East of TOFINO UCLUELET HWY",Planned work being done on our equipment,21,2025-01-08 18:10:00+00:00,2025-01-08 18:02:46+00:00,2025-01-09 00:50:49+00:00,2025-01-09 00:30:00+00:00,2025-01-09 00:30:00+00:00,2025-01-08 23:14:35+00:00,North VI,48.973229,-125.587667,200041,3.028915888862786,LONG BEACH,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.0,-125.58
2534741,2508679.0,521980323,Sechelt,"South-West of GOWER POINT RD, North of OCEAN BEACH ESP, East of 9TH ST",Planned work being done on our equipment,12,2025-01-08 18:10:00+00:00,2025-01-08 18:09:55+00:00,2025-01-08 18:48:41+00:00,2025-01-08 19:00:00+00:00,2025-01-08 19:00:00+00:00,2025-01-08 18:32:08+00:00,Lower Mainland,49.387836,-123.547494,200159,3.665446522902863,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2534743,2508681.0,1812901382,Saanich,"BURNSIDE/TILLICUM MALL, 300 block W BURNSIDE RD",Planned work being done on our equipment,3,2025-01-08 18:15:00+00:00,2025-01-08 18:12:20+00:00,2025-01-09 00:50:49+00:00,2025-01-09 00:00:00+00:00,2025-01-09 00:00:00+00:00,2025-01-08 23:14:40+00:00,South VI,48.455824,-123.394108,200067,1.8124184601781168,ESQUIMALT,ESQUIMALT,SUBSTATION,IN SERVICE,48.44,-123.4
2534744,2508682.0,521980323,Anmore,2300 block SUNNYSIDE RD,Planned work being done on our equipment,2,2025-01-08 18:15:00+00:00,2025-01-08 18:12:37+00:00,2025-01-08 23:09:40+00:00,2025-01-08 23:00:00+00:00,2025-01-08 23:00:00+00:00,2025-01-08 20:56:50+00:00,Lower Mainland,49.309161,-122.859518,200139,1.4877896370183519,IOCO,IOCO,SUBSTATION,IN SERVICE,49.31,-122.88
2534745,2508683.0,521980323,Langley,20100 block FRASER HWY,Planned work being done on our equipment,1,2025-01-08 18:15:00+00:00,2025-01-08 18:13:47+00:00,2025-01-09 00:50:49+00:00,2025-01-09 01:00:00+00:00,2025-01-09 01:00:00+00:00,2025-01-08 23:10:04+00:00,Lower Mainland,49.106712,-122.663019,200008,1.4440260070687485,MCLELLAN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.1,-122.68
2534747,2508685.0,521980323,Mission,10200 block PARKE RD,Planned work being done on our equipment,1,2025-01-08 18:20:00+00:00,2025-01-08 18:16:28+00:00,2025-01-08 23:24:14+00:00,2025-01-09 00:00:00+00:00,2025-01-09 00:00:00+00:00,2025-01-08 18:17:44+00:00,Lower Mainland,49.188258,-122.081058,200171,9.030594326009382,CHILLIWICK,CHILLIWACK,SUBSTATION,IN SERVICE,49.17,-121.96
2534748,2508686.0,1812901382,Saanich,3800 block QUADRA ST,Planned work being done on our equipment,5,2025-01-08 18:20:00+00:00,2025-01-08 18:19:35+00:00,2025-01-08 20:27:35+00:00,2025-01-08 21:00:00+00:00,2025-01-08 21:00:00+00:00,2025-01-08 20:07:22+00:00,South VI,48.461997,-123.36,200069,0.8898929979366484,GEORGE TRIPP,SAANICH,SUBSTATION,IN SERVICE,48.47,-123.36
2534750,2508688.0,1602896846,Port Hardy,"East of DUVAL RD, North of HOLBERG RD",Under investigation,1753,,2025-01-08 18:21:00+00:00,2025-01-08 19:07:55+00:00,,,2025-01-08 18:43:06+00:00,North VI,50.727673,-127.502183,200015,1.971148204848793,PORT HARDY,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.71,-127.5
2534749,2508687.0,521980323,Maple Ridge,"12100 block 203 ST, 20300 - 20400 block HARTNELL AVE",Planned work being done on our equipment,8,2025-01-08 18:25:00+00:00,2025-01-08 18:23:49+00:00,2025-01-09 00:50:49+00:00,2025-01-08 23:30:00+00:00,2025-01-08 23:30:00+00:00,2025-01-08 23:13:25+00:00,Lower Mainland,49.22293,-122.655867,200148,4.792592483894587,UNKNOWN200148,LANGLEY TWP,SUBSTATION,IN SERVICE,49.18,-122.65
2534752,2508690.0,1812901382,Duncan,"6800 block LAKES RD, 1900 block STAMPS RD",Planned work being done on our equipment,3,2025-01-08 18:30:00+00:00,2025-01-08 18:28:20+00:00,2025-01-08 23:09:40+00:00,2025-01-08 22:00:00+00:00,2025-01-08 22:00:00+00:00,2025-01-08 20:03:43+00:00,South VI,48.817034,-123.665182,200053,4.264271125130259,VANCOUVER ISLAND,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.83,-123.72
2534753,2508691.0,521980323,Hope,"26200 - 26500 block MTN VALLEY WAY, 65200 block PARKLANE DR",Planned work being done on our equipment,4,2025-01-08 18:30:00+00:00,2025-01-08 18:28:56+00:00,2025-01-08 21:09:04+00:00,2025-01-08 21:00:00+00:00,2025-01-08 21:00:00+00:00,2025-01-08 18:32:35+00:00,Lower Mainland,49.47506,-121.421195,202404,5.742190550812736,AMERICAN CREEK CAPACITOR STATION,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.43,-121.46
2534757,2508695.0,521980323,Sechelt,1400 block BONNIEBROOK HTS RD,Planned work being done on our equipment,2,2025-01-08 18:45:00+00:00,2025-01-08 18:40:02+00:00,2025-01-08 19:47:03+00:00,2025-01-08 19:45:00+00:00,2025-01-08 19:45:00+00:00,2025-01-08 18:42:32+00:00,Lower Mainland,49.395739,-123.547371,200159,3.1347769211921666,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2534759,2508697.0,521980323,Surrey,"11600 - 11700 block 130 ST, SFPR 130TH STREET BRIDGEVIEW",Bird contacting our wires,10,2025-01-08 22:05:00+00:00,2025-01-08 18:42:00+00:00,2025-01-08 23:32:46+00:00,2025-01-08 23:30:00+00:00,2025-01-08 23:30:00+00:00,2025-01-08 23:10:07+00:00,Lower Mainland,49.214769,-122.861737,202056,1.6983014893885056,UNKNOWN202056,COQUITLAM,SUBSTATION,IN SERVICE,49.23,-122.86
2534761,2508699.0,725364552,Kamloops,West of ROBBINS RANGE RD,Planned work being done on our equipment,159,2025-01-08 18:50:00+00:00,2025-01-08 18:50:06+00:00,2025-01-08 21:25:17+00:00,2025-01-08 21:30:00+00:00,2025-01-08 21:30:00+00:00,2025-01-08 18:51:56+00:00,Thompson/Shuswap,50.598359,-120.079655,200293,16.793477285823986,VALLEYVIEW,KAMLOOPS,SUBSTATION,IN SERVICE,50.68,-120.28
2534763,2508701.0,521980323,Powell River,3000 block PADGETT RD,Planned work being done on our equipment,3,2025-01-08 18:55:00+00:00,2025-01-08 18:50:39+00:00,2025-01-08 22:38:02+00:00,2025-01-09 00:00:00+00:00,2025-01-09 00:00:00+00:00,2025-01-08 20:56:37+00:00,Lower Mainland,49.798902,-124.475539,200156,2.3794222942899186,TAP200156,NOT AVAILABLE,TAP,IN SERVICE,49.82,-124.47
2534771,2508709.0,521980323,Sechelt,"West of CLARK RD, South of GOWER POINT RD, East of 14TH ST, North of OCEAN BEACH ESP",Planned work being done on our equipment,11,2025-01-08 19:30:00+00:00,2025-01-08 19:28:20+00:00,2025-01-08 21:47:03+00:00,2025-01-08 22:30:00+00:00,2025-01-08 22:30:00+00:00,2025-01-08 20:56:44+00:00,Lower Mainland,49.385082,-123.537074,200159,3.3934846215629375,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2534773,2508711.0,2072041405,Nakusp,"700 block NW 9TH AVE, 900 block N HWY 23",Under investigation,11,2025-01-08 21:00:00+00:00,2025-01-08 19:33:00+00:00,2025-01-08 21:47:03+00:00,2025-01-08 21:30:00+00:00,2025-01-08 21:30:00+00:00,2025-01-08 20:59:24+00:00,Okanagan/Kootenay,50.247578,-117.805352,200313,3.5574092509002195,NAKUSP TAP,NOT AVAILABLE,TAP,IN SERVICE,50.22,-117.78
2534783,2508721.0,521980323,Port Coquitlam,900 block MOODY CRT,Planned work being done on our equipment,5,2025-01-08 20:05:00+00:00,2025-01-08 19:58:00+00:00,2025-01-08 21:25:17+00:00,2025-01-08 23:00:00+00:00,2025-01-08 23:00:00+00:00,2025-01-08 20:57:04+00:00,Lower Mainland,49.233528,-122.782891,202218,2.9510230725213766,UNKNOWN202218,PORT COQUITLAM,SUBSTATION,IN SERVICE,49.26,-122.78
2534787,2508725.0,521980323,Abbotsford,34300 block 4TH AVE,Planned work being done on our equipment,1,2025-01-08 20:25:00+00:00,2025-01-08 20:22:07+00:00,2025-01-08 22:47:05+00:00,2025-01-08 23:00:00+00:00,2025-01-08 23:00:00+00:00,2025-01-08 20:24:13+00:00,Lower Mainland,49.005908,-122.273869,200150,6.128640050695278,ABBOTSFORD,ABBOTSFORD,SUBSTATION,IN SERVICE,49.06,-122.29
2534788,2508726.0,521980323,Mission,40700 block NICOMEN SLOUGH RD,Under investigation,2,2025-01-08 21:00:00+00:00,2025-01-08 20:34:19+00:00,2025-01-08 22:28:57+00:00,2025-01-08 23:00:00+00:00,2025-01-08 23:00:00+00:00,2025-01-08 21:02:44+00:00,Lower Mainland,49.172711,-122.098969,200168,9.513677133391276,ATCHELITZ,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.11,-122.01
2534789,2508727.0,1602896846,Port Alberni,"West of PINE AVE, East of 21ST AVE, South of BARCLAY AVE, North of MAITLAND ST",Planned work being done on our equipment,50,2025-01-08 20:45:00+00:00,2025-01-08 20:43:02+00:00,2025-01-08 23:32:46+00:00,2025-01-09 00:30:00+00:00,2025-01-09 00:30:00+00:00,2025-01-08 23:14:32+00:00,North VI,49.255136,-124.778555,200038,2.352640234081347,PORT ALBERNI,PORT ALBERNI,SUBSTATION,IN SERVICE,49.25,-124.81
2534790,2508728.0,848340027,Mackenzie,FIRTH MOUNTAIN,Under investigation,1,2025-01-08 22:20:00+00:00,2025-01-08 20:45:38+00:00,2025-01-08 23:24:14+00:00,2025-01-08 23:10:00+00:00,2025-01-08 23:10:00+00:00,2025-01-08 23:02:22+00:00,Central Interior,54.811073,-122.768703,200253,28.823485823646365,KENNEDY,NOT AVAILABLE,SUBSTATION,IN SERVICE,55.07,-122.79
2534792,2508730.0,725364552,Salmon Arm,3100 - 3600 block NW 50 ST,Work being done on our equipment,3,2025-01-08 21:00:00+00:00,2025-01-08 20:54:00+00:00,2025-01-09 00:50:49+00:00,2025-01-09 00:00:00+00:00,2025-01-09 00:00:00+00:00,2025-01-08 23:05:41+00:00,Thompson/Shuswap,50.723987,-119.342741,200300,7.545309356542171,SALMON ARM,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.69,-119.25
2534793,2508731.0,1602896846,Port Hardy,RAMP RADAR SITE,Under investigation,1,2025-01-08 22:30:00+00:00,2025-01-08 20:55:00+00:00,2025-01-09 00:50:49+00:00,,,2025-01-08 23:16:16+00:00,North VI,50.691886,-127.700606,200015,14.27099339862801,PORT HARDY,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.71,-127.5
2534798,2508736.0,1812901382,Duncan,"South of MAPLE MOUNTAIN RD, North-East-West of ARBUTUS AVE",Planned work being done on our equipment,15,2025-01-08 21:25:00+00:00,2025-01-08 21:20:56+00:00,2025-01-09 02:43:56+00:00,2025-01-09 01:00:00+00:00,2025-01-09 01:00:00+00:00,2025-01-09 00:04:41+00:00,South VI,48.823856,-123.591838,200059,6.198463127005131,SNE - SANSUM N ELEC,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.77,-123.57
2534800,2508738.0,521980323,Port Moody,"North of COLUMBIA ST, South of 7TH ST, East of CAMBRIDGE WAY, West of SHORT ST",Under investigation,34,,2025-01-08 21:26:32+00:00,2025-01-08 23:32:46+00:00,,,2025-01-08 23:23:24+00:00,Lower Mainland,49.280599,-122.867431,200115,0.9141725331737068,PETRO CANADA,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.28,-122.88
2534800,2508738.0,521980323,Port Moody,"North of COLUMBIA ST, South of 7TH ST, East of CAMBRIDGE WAY, West of SHORT ST",Under investigation,34,,2025-01-08 21:26:32+00:00,2025-01-08 23:32:46+00:00,,,2025-01-08 23:23:24+00:00,Lower Mainland,49.280599,-122.867431,200115,0.9141725331737068,PETRO CANADA,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.28,-122.88
2534800,2508738.0,521980323,Port Moody,"South of 7TH ST, East of VIEW ST, West of SHORT ST, North of VINTNER ST",Tree down across our wires,34,2025-01-09 00:00:00+00:00,2025-01-08 21:26:32+00:00,2025-01-09 02:43:56+00:00,2025-01-09 04:00:00+00:00,2025-01-09 04:00:00+00:00,2025-01-08 23:49:24+00:00,Lower Mainland,49.280599,-122.867431,200115,0.9141725331737068,PETRO CANADA,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.28,-122.88
2534800,2508738.0,521980323,Port Moody,"South of 7TH ST, East of VIEW ST, West of SHORT ST, North of VINTNER ST",Tree down across our wires,34,2025-01-09 00:00:00+00:00,2025-01-08 21:26:32+00:00,2025-01-09 02:43:56+00:00,2025-01-09 04:00:00+00:00,2025-01-09 04:00:00+00:00,2025-01-08 23:49:24+00:00,Lower Mainland,49.280599,-122.867431,200115,0.9141725331737068,PETRO CANADA,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.28,-122.88
2534801,2508739.0,1812901382,Saanich,4100 block BREMERTON ST,Planned work being done on our equipment,3,2025-01-08 21:30:00+00:00,2025-01-08 21:27:05+00:00,2025-01-08 22:38:02+00:00,2025-01-09 00:30:00+00:00,2025-01-09 00:30:00+00:00,2025-01-08 21:28:21+00:00,South VI,48.478451,-123.395336,200061,2.225662307405997,GOWARD,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.49,-123.42
2534802,2508740.0,521980323,Abbotsford,"300 - 600 block FADDEN RD, 36700 block MAHER RD",Under investigation,11,2025-01-08 21:55:00+00:00,2025-01-08 21:28:38+00:00,2025-01-08 22:28:57+00:00,2025-01-08 22:10:00+00:00,2025-01-08 22:10:00+00:00,2025-01-08 21:53:06+00:00,Lower Mainland,49.011741,-122.205921,200169,6.324687722876451,TRANS MOUNTAIN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.06,-122.16
2534804,2508742.0,1602896846,Campbell River,0 block MURPHY ST,Work being done on our equipment,15,2025-01-08 21:50:00+00:00,2025-01-08 21:43:36+00:00,2025-01-09 00:50:49+00:00,2025-01-08 23:30:00+00:00,2025-01-08 23:30:00+00:00,2025-01-08 23:16:13+00:00,North VI,50.008403,-125.235463,200029,1.655845033485213,CAMPBELL RIVER,CAMPBELL RIVER,SUBSTATION,IN SERVICE,50.02,-125.25
2534806,2508744.0,848340027,Prince George,"North of GRANT RD, South-East of MONTEREY RD",Under investigation,21,2025-01-08 22:40:00+00:00,2025-01-08 21:46:00+00:00,2025-01-08 23:09:40+00:00,,,2025-01-08 22:39:34+00:00,Central Interior,53.977735,-122.768781,200206,4.486815435763039,CHIEF,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.01,-122.81
2534814,2508752.0,521980323,Sechelt,400 block MAHAN RD,Planned work being done on our equipment,1,2025-01-08 22:20:00+00:00,2025-01-08 22:16:07+00:00,2025-01-08 22:38:02+00:00,2025-01-08 22:30:00+00:00,2025-01-08 22:30:00+00:00,2025-01-08 22:16:43+00:00,Lower Mainland,49.39975,-123.524581,200159,1.5530893706081847,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2534817,2508755.0,1812901382,Duncan,7900 - 8000 block GREENDALE RD,Under investigation,12,,2025-01-08 22:19:00+00:00,2025-01-08 23:09:40+00:00,,,2025-01-08 22:20:05+00:00,South VI,48.829685,-124.037868,200054,1.9454668924725214,LAKE COWICHAN,LAKE COWICHAN,SUBSTATION,IN SERVICE,48.82,-124.06
2534824,2508762.0,1812901382,Sidney,"2400 block BEACON AVE, 9700 block THIRD ST",Planned work being done on our equipment,6,2025-01-08 23:05:00+00:00,2025-01-08 23:00:07+00:00,2025-01-09 00:50:49+00:00,2025-01-08 23:35:00+00:00,2025-01-08 23:35:00+00:00,2025-01-08 23:14:43+00:00,South VI,48.648208,-123.397931,200071,2.5939674059683577,SIDNEY,NORTH SAANICH,SUBSTATION,IN SERVICE,48.63,-123.42
2534827,2508765.0,521980323,Richmond,"South of STEVESTON HWY, East of CUTTER PL, North of TRIMARAN DR, West of RAILWAY AVE",Work being done on our equipment,11,2025-01-08 23:35:00+00:00,2025-01-08 23:29:26+00:00,2025-01-09 02:43:56+00:00,2025-01-09 02:00:00+00:00,2025-01-09 02:00:00+00:00,2025-01-08 23:31:12+00:00,Lower Mainland,49.133221,-123.173666,201835,0.5836580073932827,UNKNOWN201835,RICHMOND,SUBSTATION,IN SERVICE,49.13,-123.18
2534829,2508767.0,1812901382,Sidney,10400 block RESTHAVEN DR,Under investigation,2,2025-01-09 00:35:00+00:00,2025-01-08 23:37:53+00:00,2025-01-09 02:43:56+00:00,,,2025-01-09 00:31:08+00:00,South VI,48.666168,-123.409363,200071,4.096914324846174,SIDNEY,NORTH SAANICH,SUBSTATION,IN SERVICE,48.63,-123.42
2534835,2508773.0,521980323,Delta,11700 block 83 AVE,Under investigation,12,2025-01-09 01:05:00+00:00,2025-01-08 23:52:00+00:00,2025-01-09 02:43:56+00:00,,,2025-01-09 00:02:29+00:00,Lower Mainland,49.15442,-122.897177,201889,1.3947240614894536,UNKNOWN201889,SURREY,SUBSTATION,IN SERVICE,49.16,-122.88
2534879,2508817.0,725364552,Kamloops,300 block ROBBINS RANGE RD,Under investigation,1,2025-01-09 03:45:00+00:00,2025-01-09 02:31:00+00:00,2025-01-09 06:48:53+00:00,2025-01-09 07:00:00+00:00,2025-01-09 07:00:00+00:00,2025-01-09 04:39:54+00:00,Thompson/Shuswap,50.603224,-120.102173,200293,15.169918693020826,VALLEYVIEW,KAMLOOPS,SUBSTATION,IN SERVICE,50.68,-120.28
2534882,2508820.0,1602896846,Nanaimo,100 block CALDER RD,Under investigation,1,2025-01-09 07:05:00+00:00,2025-01-09 05:45:00+00:00,2025-01-09 07:25:54+00:00,,,2025-01-09 07:05:36+00:00,North VI,49.166811,-123.986232,200044,2.4805270219239617,JINGLE POT,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.17,-124.02
2534885,2508823.0,1602896846,Parksville,500 block E ISLAND HWY,Planned work being done on our equipment,2,2025-01-09 08:30:00+00:00,2025-01-09 08:25:09+00:00,2025-01-09 12:57:13+00:00,2025-01-09 11:30:00+00:00,2025-01-09 11:30:00+00:00,2025-01-09 08:26:58+00:00,North VI,49.316858,-124.29447,202372,2.6343006415328127,PARKSVILLE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.3,-124.32
2534886,2508824.0,521980323,Langley,1300 block 242 ST,Under investigation,1,2025-01-09 13:30:00+00:00,2025-01-09 09:24:00+00:00,2025-01-09 14:47:13+00:00,,,2025-01-09 13:31:30+00:00,Lower Mainland,49.026814,-122.553698,200144,8.360490865079575,BALFOUR,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.1,-122.58
2534887,2508825.0,521980323,Abbotsford,"34100 - 34200 block GEORGE FERGUSON WAY, 2600 block BIRCH ST",Motor vehicle accident,9,2025-01-09 16:10:00+00:00,2025-01-09 09:33:13+00:00,2025-01-09 17:09:05+00:00,2025-01-09 16:30:00+00:00,2025-01-09 16:30:00+00:00,2025-01-09 16:48:24+00:00,Lower Mainland,49.049962,-122.276937,200150,1.4669553064137906,ABBOTSFORD,ABBOTSFORD,SUBSTATION,IN SERVICE,49.06,-122.29
2534891,2508829.0,521980323,Surrey,4700 block 192 ST,Motor vehicle accident,2,2025-01-09 12:30:00+00:00,2025-01-09 10:34:12+00:00,2025-01-09 21:24:53+00:00,2025-01-10 00:00:00+00:00,2025-01-10 00:00:00+00:00,2025-01-09 15:05:24+00:00,Lower Mainland,49.088934,-122.690346,200008,1.442764196254052,MCLELLAN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.1,-122.68
2534893,2508831.0,521980323,"Abbotsford, Langley","East of 250TH ST, South of FRASER HWY, West of BRADNER RD",Motor vehicle accident,772,2025-01-09 14:15:00+00:00,2025-01-09 13:01:15+00:00,2025-01-09 15:27:46+00:00,,,2025-01-09 15:05:26+00:00,Lower Mainland,49.02445,-122.474676,202422,7.983629238347976,UNKNOWN202422,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.07,-122.39
2534893,2508831.0,521980323,"Abbotsford, Langley","East of 250TH ST, South of FRASER HWY, West of BRADNER RD",Motor vehicle accident,772,2025-01-09 14:15:00+00:00,2025-01-09 13:01:15+00:00,2025-01-09 15:27:46+00:00,,,2025-01-09 15:05:26+00:00,Lower Mainland,49.02445,-122.474676,202422,8.682041556705904,UNKNOWN202422,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.07,-122.39
2534893,2508831.0,521980323,Langley,"West of 276TH ST, East of 264TH ST, South of 16TH AVE, North of 272ND ST",Motor vehicle accident,30,2025-01-09 14:15:00+00:00,2025-01-09 13:01:15+00:00,2025-01-09 20:11:23+00:00,2025-01-09 21:35:00+00:00,2025-01-09 21:35:00+00:00,2025-01-09 16:32:54+00:00,Lower Mainland,49.017338,-122.477945,202422,7.983629238347976,UNKNOWN202422,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.07,-122.39
2534893,2508831.0,521980323,Langley,"West of 276TH ST, East of 264TH ST, South of 16TH AVE, North of 272ND ST",Motor vehicle accident,30,2025-01-09 14:15:00+00:00,2025-01-09 13:01:15+00:00,2025-01-09 20:11:23+00:00,2025-01-09 21:35:00+00:00,2025-01-09 21:35:00+00:00,2025-01-09 16:32:54+00:00,Lower Mainland,49.017338,-122.477945,202422,8.682041556705904,UNKNOWN202422,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.07,-122.39
2534898,2508836.0,521980323,Vancouver,"North of 21ST AVE, West of PENTICTON ST, East of NANAIMO ST, South of 20TH AVE",Wire down,19,2025-01-09 16:35:00+00:00,2025-01-09 15:51:00+00:00,2025-01-09 17:36:03+00:00,,,2025-01-09 16:33:09+00:00,Lower Mainland,49.251953,-123.055851,200098,3.0053765344088292,MAINWARING,VANCOUVER,SUBSTATION,IN SERVICE,49.23,-123.08
2534954,2508892.0,521980323,Sechelt,"800 block WEST BAY RD, DL 1297 PLAN 2848 77",Planned work being done on our equipment,3,2025-01-09 16:05:00+00:00,2025-01-09 16:04:04+00:00,2025-01-09 21:09:21+00:00,2025-01-09 22:30:00+00:00,2025-01-09 22:30:00+00:00,2025-01-09 16:04:57+00:00,Lower Mainland,49.458173,-123.428646,200159,7.956240892031537,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2535050,2508984.0,521980323,Sechelt,"West of ANDY'S BAY RD, South of BAY VIEW RD, North of NEW BRIGHTON RD",Planned work being done on our equipment,17,2025-01-09 16:05:00+00:00,2025-01-09 16:05:15+00:00,2025-01-09 19:08:00+00:00,2025-01-09 22:30:00+00:00,2025-01-09 22:30:00+00:00,2025-01-09 16:06:10+00:00,Lower Mainland,49.452392,-123.44272,200159,6.774401750927089,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2535202,2509132.0,521980323,Abbotsford,"0 - 100 block WINSON RD, 34100 - 34300 block 4TH AVE",Planned work being done on our equipment,15,2025-01-09 16:10:00+00:00,2025-01-09 16:07:09+00:00,2025-01-09 21:09:21+00:00,2025-01-10 00:30:00+00:00,2025-01-10 00:30:00+00:00,2025-01-09 16:08:40+00:00,Lower Mainland,49.004669,-122.277024,200150,6.224827644452773,ABBOTSFORD,ABBOTSFORD,SUBSTATION,IN SERVICE,49.06,-122.29
